00000_001706_001788,0.5030576594709399,-0.5171817316539501,-0.3074713016063032,-0.0,-0.0,-0.0,0.13442123642005216
00000_001707_001775,0.025638498000826418,0.32876668486322896,0.3451254444655941,-0.0,-0.0,0.0,0.15366545176716254
00000_001708_001659,-0.4884209735921753,0.21117534445861108,0.05575262034680737,0.0,-0.0,0.0,0.10670384864426917
00000_001709_001713,-0.10229788650661854,0.16842656682061358,-0.07045599561547475,0.0,-0.0,0.0,0.17148719651239355
00000_001710_001690,0.014640421025950786,0.2574859695037241,-0.24300482659346756,0.0,0.0,0.0,0.10596747296158432
00000_001711_001776,0.3748567543548454,-0.2701282900020263,0.21722402216174655,-0.0,-0.0,-0.0,-0.20586700334733884
00000_001712_001790,0.05520638108942892,0.22098963799383328,-0.09324252844123176,0.0,-0.0,0.0,-0.3442016777512178
00000_001713_001656,-0.013196359397334283,-0.07697986171598978,-0.4725502437090331,0.0,0.0,0.0,-0.19184391550930746
00000_001714_001729,-0.38296962142885704,-0.45765432480245405,0.39781820755889674,0.0,0.0,-0.0,-0.1910851585998198
00000_001715_001763,-0.18411129963191838,-0.14294850680052562,0.42971283557227874,-0.0,0.0,0.0,0.11843138893084072
00000_001716_001769,-0.3285854008962792,-0.3974498593955336,-0.00025433607304305823,-0.0,-0.0,0.0,0.18649055065451314
00000_001717_001781,0.045593003186713256,0.1068835945595049,-0.4417722635978048,-0.0,0.0,-0.0,0.4163249185823504
00000_001718_001739,-0.13180381317189246,-0.2839456165029512,-0.470658028850755,0.0,-0.0,-0.0,0.41185696570407326
00000_001719_001811,0.16547182380782638,-0.42612461288514836,0.02381740492731873,0.0,0.0,0.0,-0.2630985122331649
00000_001720_001727,-0.06434184819157156,-0.06121274004943,-0.08464756874117424,-0.0,-0.0,0.0,-0.3150230983458372
00000_001721_001759,0.4131725425476539,-0.3479004277726669,-0.3031353446482875,0.0,0.0,-0.0,-0.5085145865297664
00000_001722_001710,-0.04790232235337131,0.0868299590721305,-0.4821038028324531,-0.0,-0.0,-0.0,0.23683769506568994
00000_001723_001707,-0.3694444792518475,0.225831219470008,0.04466362152483148,0.0,-0.0,-0.0,0.3654117807388001
